clean_line1,clean_line2,line3,city,zip_code,label,phone,year,major_city,state,chain,Address_Type,Exit_Number,Exit_From_Address,Exit_From_Label,Main_Road,Secondary_Road,Exit_Number_2,Exit_Number_3,Tertiary_Road,Scraped_phone_match_rate,Yelp_phone_match_rate,place_identifier(year),Yellowbook_phone_match_rate,Webscraped_Phone_full_url,Webscraped_PlacedMatched_full_url,Yelp_URL,YellowPages_SEARCH_URL,Match_Comments,Final_Lat,Final_Long
Roosevelt ( 84066 ) Top Stop # 66 ( Chevron ),6 435-722-9940 1128 US 40 ( 1 mi W of town ),<U+2610> SO <U+25A1>,Roosevelt,84066,Top Stop # 66 ( Chevron ),435-722-9940,2016,Roosevelt,UT,Chevron,Proper,,,,US 40,,,,,True,True,5,True,http://www.rvandtravelers.com/location_details.php?id=12443; https://www.truckstopsandservices.com/location_details.php?id=12443,http://www.rvandtravelers.com/location_details.php?id=12443; https://www.truckstopsandservices.com/location_details.php?id=12443,https://www.yelp.com/biz/krispy-krunchy-chicken-roosevelt?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=435+722+9940; https://www.yellowpages.com/search?search_terms=435+722+9940,,40.283481,-110.011147
"D Lake Point , 84074 TravelCenters of America / Salt E )",801-250-8585 I-80 Exit 99 Lake City,TA 24 XL O <U+2610>,Lake Point,84074,TravelCenters of America / Salt E ),801-250-8585,2006,Tooele,UT,TravelCenters,Exit,99,99,,I-80,,,,,True,True,6,True,https://www.truckstopsandservices.com/location_details.php?id=16611; http://www.rvandtravelers.com/location_details.php?id=16611,,https://www.yelp.com/biz/taco-bell-tooele-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/ta-tooele-salt-lake-city?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/ta-travel-center-salt-lake-city?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/burger-king-tooele-3?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=801+250+8585; https://www.yellowpages.com/search?search_terms=801+250+8585; https://www.yellowpages.com/search?search_terms=801+250+8585,,40.6897735,-112.263859
"Lake Point , 84074 TravelCenters of America / SLC",801-250-8585 I-80 Exit 99 TA,24 O,Lake Point,84074,TravelCenters of America / SLC,801-250-8585,2007,Tooele,UT,TravelCenters,Exit,99,99,,I-80,,,,,True,True,6,True,https://www.truckstopsandservices.com/location_details.php?id=16611; http://www.rvandtravelers.com/location_details.php?id=16611,,https://www.yelp.com/biz/taco-bell-tooele-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/ta-tooele-salt-lake-city?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/ta-travel-center-salt-lake-city?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/burger-king-tooele-3?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=801+250+8585; https://www.yellowpages.com/search?search_terms=801+250+8585; https://www.yellowpages.com/search?search_terms=801+250+8585,,40.6897735,-112.263859
"ILake Point , 84074 TA- Salt Lake City ( Tesoro )",3 801-250-8585 I-80 Exit 99 TA,HRS 24 XL 24,Lake Point,84074,TA- Salt Lake City ( Tesoro ),801-250-8585,2008,Tooele,UT,Tesoro,Exit,99,99,,I-80,,,,,True,True,6,True,https://www.truckstopsandservices.com/location_details.php?id=16611; http://www.rvandtravelers.com/location_details.php?id=16611,,https://www.yelp.com/biz/taco-bell-tooele-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/ta-tooele-salt-lake-city?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/ta-travel-center-salt-lake-city?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/burger-king-tooele-3?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=801+250+8585; https://www.yellowpages.com/search?search_terms=801+250+8585; https://www.yellowpages.com/search?search_terms=801+250+8585,,40.6897735,-112.263859
D Lake Point ( 84074 ) TA Tooele # 060 ( Shell ),801-250-8585 I-80 Exit 99,A 24 <U+2610> XL,Lake Point,84074,TA Tooele # 060 ( Shell ),801-250-8585,2014,Tooele,UT,Shell,Exit,99,99,,I-80,,,,,True,True,6,True,https://www.truckstopsandservices.com/location_details.php?id=16611; http://www.rvandtravelers.com/location_details.php?id=16611,http://www.rvandtravelers.com/location_details.php?id=16611; https://www.truckstopsandservices.com/location_details.php?id=16611,https://www.yelp.com/biz/taco-bell-tooele-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/ta-tooele-salt-lake-city?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/ta-travel-center-salt-lake-city?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/burger-king-tooele-3?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=801+250+8585; https://www.yellowpages.com/search?search_terms=801+250+8585; https://www.yellowpages.com/search?search_terms=801+250+8585,,40.689663,-112.263838
D Lake Point ( 84074 ) TA Tooele # 060 ( Shell ),801-250-8585 I-80 Exit 99,ZA 24 <U+2610> XL,Lake Point,84074,TA Tooele # 060 ( Shell ),801-250-8585,2015,Tooele,UT,Shell,Exit,99,99,,I-80,,,,,True,True,6,True,https://www.truckstopsandservices.com/location_details.php?id=16611; http://www.rvandtravelers.com/location_details.php?id=16611,http://www.rvandtravelers.com/location_details.php?id=16611; https://www.truckstopsandservices.com/location_details.php?id=16611,https://www.yelp.com/biz/taco-bell-tooele-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/ta-tooele-salt-lake-city?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/ta-travel-center-salt-lake-city?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/burger-king-tooele-3?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=801+250+8585; https://www.yellowpages.com/search?search_terms=801+250+8585; https://www.yellowpages.com/search?search_terms=801+250+8585,,40.689663,-112.263838
D Lake Point ( 84074 ) TA Tooele # 060 ( Shell ) Z,801-250-8585 I-80 Exit 99,Z XL,Lake Point,84074,TA Tooele # 060 ( Shell ) Z,801-250-8585,2016,Tooele,UT,Shell,Exit,99,99,,I-80,,,,,True,True,6,True,https://www.truckstopsandservices.com/location_details.php?id=16611; http://www.rvandtravelers.com/location_details.php?id=16611,http://www.rvandtravelers.com/location_details.php?id=16611; https://www.truckstopsandservices.com/location_details.php?id=16611,https://www.yelp.com/biz/taco-bell-tooele-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/ta-tooele-salt-lake-city?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/ta-travel-center-salt-lake-city?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/burger-king-tooele-3?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=801+250+8585; https://www.yellowpages.com/search?search_terms=801+250+8585; https://www.yellowpages.com/search?search_terms=801+250+8585,,40.689663,-112.263838
"Lake Point , 84074 Flying J Travel Plaza # 0500015",801-508-7400 I-80 Exit 99,,Lake Point,84074,Flying J Travel Plaza # 0500015,801-508-7400,2006,Tooele,UT,Flying J,Exit,99,99,,I-80,,,,,True,True,7,True,http://www.rvandtravelers.com/location_details.php?id=18308; https://www.truckstopsandservices.com/location_details.php?id=18308,https://www.truckstopsandservices.com/location_details.php?id=18308; http://www.rvandtravelers.com/location_details.php?id=18308; http://www.rvandtravelers.com/location_details.php?id=44768,https://www.yelp.com/biz/flying-j-travel-plaza-tooele?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=801+508+7400; https://www.yellowpages.com/search?search_terms=801+508+7400; https://www.yellowpages.com/search?search_terms=801+508+7400,,40.685281,-112.266205
Flying J Travel Plaza # 0500015,"GLake 3801-508-7400 Point , 84074 I-80 Exit 99 #",24,,84074,15,801-508-7400,2007,Tooele,UT,,Exit,99,99,,I-80,,,,,True,True,7,True,http://www.rvandtravelers.com/location_details.php?id=18308; https://www.truckstopsandservices.com/location_details.php?id=18308,,https://www.yelp.com/biz/flying-j-travel-plaza-tooele?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=801+508+7400; https://www.yellowpages.com/search?search_terms=801+508+7400; https://www.yellowpages.com/search?search_terms=801+508+7400,,40.6854755,-112.2672215
"D Lake Point , 84074 Flying J Travel",3 801-508-7400 I-80 Exit 99 Plaza # 0500015 B,24 HRS XL,Lake Point,84074,Flying J Travel,801-508-7400,2008,Tooele,UT,Flying J,Exit,99,99,,I-80,,,,,True,True,7,True,http://www.rvandtravelers.com/location_details.php?id=18308; https://www.truckstopsandservices.com/location_details.php?id=18308,https://www.truckstopsandservices.com/location_details.php?id=18308; http://www.rvandtravelers.com/location_details.php?id=18308; http://www.rvandtravelers.com/location_details.php?id=44768,https://www.yelp.com/biz/flying-j-travel-plaza-tooele?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=801+508+7400; https://www.yellowpages.com/search?search_terms=801+508+7400; https://www.yellowpages.com/search?search_terms=801+508+7400,,40.685281,-112.266205
D Lake Point ( 84074 ) Flying J Travel Plaza # 742,801-508-7400 I-80 Exit 99,24,Lake Point,84074,Flying J Travel Plaza # 742,801-508-7400,2014,Tooele,UT,Flying J,Exit,99,99,,I-80,,,,,True,True,7,True,http://www.rvandtravelers.com/location_details.php?id=18308; https://www.truckstopsandservices.com/location_details.php?id=18308,https://www.truckstopsandservices.com/location_details.php?id=18308; http://www.rvandtravelers.com/location_details.php?id=18308; http://www.rvandtravelers.com/location_details.php?id=44768,https://www.yelp.com/biz/flying-j-travel-plaza-tooele?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=801+508+7400; https://www.yellowpages.com/search?search_terms=801+508+7400; https://www.yellowpages.com/search?search_terms=801+508+7400,,40.685281,-112.266205
D Lake Point ( 84074 ) Flying J Travel Plaza # 742,801-508-7400 I-80 Exit 99 FLYING,FLYING 24 XL 24 5:04,Lake Point,84074,Flying J Travel Plaza # 742,801-508-7400,2015,Tooele,UT,Flying J,Exit,99,99,,I-80,,,,,True,True,7,True,http://www.rvandtravelers.com/location_details.php?id=18308; https://www.truckstopsandservices.com/location_details.php?id=18308,https://www.truckstopsandservices.com/location_details.php?id=18308; http://www.rvandtravelers.com/location_details.php?id=18308; http://www.rvandtravelers.com/location_details.php?id=44768,https://www.yelp.com/biz/flying-j-travel-plaza-tooele?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=801+508+7400; https://www.yellowpages.com/search?search_terms=801+508+7400; https://www.yellowpages.com/search?search_terms=801+508+7400,,40.685281,-112.266205
D Lake Point ( 84074 ) Flying J Travel Plaza # 742 FLYING J,3 801-508-7400 I-80 Exit 99,J 24 X 24,Lake Point,84074,Flying J Travel Plaza # 742 FLYING J,801-508-7400,2016,Tooele,UT,Flying J,Exit,99,99,,I-80,,,,,True,True,7,True,http://www.rvandtravelers.com/location_details.php?id=18308; https://www.truckstopsandservices.com/location_details.php?id=18308,https://www.truckstopsandservices.com/location_details.php?id=18308; http://www.rvandtravelers.com/location_details.php?id=18308; http://www.rvandtravelers.com/location_details.php?id=44768,https://www.yelp.com/biz/flying-j-travel-plaza-tooele?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=801+508+7400; https://www.yellowpages.com/search?search_terms=801+508+7400; https://www.yellowpages.com/search?search_terms=801+508+7400,,40.685281,-112.266205
"Vernal , 84078 Top Stop # 40 ( Sinclair )",435-789-8292 1355 US 40 E,S,Vernal,84078,Top Stop # 40 ( Sinclair ),435-789-8292,2006,Vernal,UT,Sinclair,Proper,,,,US 40,,,,,True,False,8,True,http://www.rvandtravelers.com/location_details.php?id=12442; https://www.truckstopsandservices.com/location_details.php?id=12442,https://www.truckstopsandservices.com/location_details.php?id=12456; http://www.rvandtravelers.com/location_details.php?id=12442; https://www.truckstopsandservices.com/location_details.php?id=12442; http://www.rvandtravelers.com/location_details.php?id=12456,,https://www.yellowpages.com/search?search_terms=435+789+8292; https://www.yellowpages.com/search?search_terms=435+789+8292; https://www.yellowpages.com/search?search_terms=435+789+8292,,40.449119,-109.502159
"D Vernal , 84078 Top Stop # 40 ( Sinclair )",435-789-8292 1355 US 40 E,S <U+2610> -,Vernal,84078,Top Stop # 40 ( Sinclair ),435-789-8292,2007,Vernal,UT,Sinclair,Proper,,,,US 40,,,,,True,False,8,True,http://www.rvandtravelers.com/location_details.php?id=12442; https://www.truckstopsandservices.com/location_details.php?id=12442,https://www.truckstopsandservices.com/location_details.php?id=12456; http://www.rvandtravelers.com/location_details.php?id=12442; https://www.truckstopsandservices.com/location_details.php?id=12442; http://www.rvandtravelers.com/location_details.php?id=12456,,https://www.yellowpages.com/search?search_terms=435+789+8292; https://www.yellowpages.com/search?search_terms=435+789+8292; https://www.yellowpages.com/search?search_terms=435+789+8292,,40.449119,-109.502159
"D Vernal , 84078 Top Stop # 40 (",435-789-8292 1355 US 40 E Sinclair ),24 HAS S,Vernal,84078,Top Stop # 40 (,435-789-8292,2008,Vernal,UT,,Proper,,,,US 40,,,,,True,False,8,True,http://www.rvandtravelers.com/location_details.php?id=12442; https://www.truckstopsandservices.com/location_details.php?id=12442,http://www.rvandtravelers.com/location_details.php?id=12442; https://www.truckstopsandservices.com/location_details.php?id=12442,,https://www.yellowpages.com/search?search_terms=435+789+8292; https://www.yellowpages.com/search?search_terms=435+789+8292; https://www.yellowpages.com/search?search_terms=435+789+8292,,40.449119,-109.502159
D Vernal ( 84078 ) Top Stop # 40 ( Chevron ),6 435-789-8292 1355 US 40 E,24 SO <U+2610> <U+2610><U+2610>,Vernal,84078,Top Stop # 40 ( Chevron ),435-789-8292,2014,Vernal,UT,Chevron,Proper,,,,US 40,,,,,True,False,8,True,http://www.rvandtravelers.com/location_details.php?id=12442; https://www.truckstopsandservices.com/location_details.php?id=12442,http://www.rvandtravelers.com/location_details.php?id=12442; https://www.truckstopsandservices.com/location_details.php?id=12442,,https://www.yellowpages.com/search?search_terms=435+789+8292; https://www.yellowpages.com/search?search_terms=435+789+8292; https://www.yellowpages.com/search?search_terms=435+789+8292,,40.449119,-109.502159
D Vernal ( 84078 ) Top Stop # 40 ( Chevron ),435-789-8292 1355 US 40 E,24 S <U+25A1>,Vernal,84078,Top Stop # 40 ( Chevron ),435-789-8292,2015,Vernal,UT,Chevron,Proper,,,,US 40,,,,,True,False,8,True,http://www.rvandtravelers.com/location_details.php?id=12442; https://www.truckstopsandservices.com/location_details.php?id=12442,http://www.rvandtravelers.com/location_details.php?id=12442; https://www.truckstopsandservices.com/location_details.php?id=12442,,https://www.yellowpages.com/search?search_terms=435+789+8292; https://www.yellowpages.com/search?search_terms=435+789+8292; https://www.yellowpages.com/search?search_terms=435+789+8292,,40.449119,-109.502159
Vernal ( 84078 ) Top Stop # 40 ( Chevron ),435-789-8292 1355 US 40 E,24 OSO D,Vernal,84078,Top Stop # 40 ( Chevron ),435-789-8292,2016,Vernal,UT,Chevron,Proper,,,,US 40,,,,,True,False,8,True,http://www.rvandtravelers.com/location_details.php?id=12442; https://www.truckstopsandservices.com/location_details.php?id=12442,http://www.rvandtravelers.com/location_details.php?id=12442; https://www.truckstopsandservices.com/location_details.php?id=12442,,https://www.yellowpages.com/search?search_terms=435+789+8292; https://www.yellowpages.com/search?search_terms=435+789+8292; https://www.yellowpages.com/search?search_terms=435+789+8292,,40.449119,-109.502159
"Woods Cross , 84087 RB's One Stop ( 66 )",801-295-3241 I-15 Exit 316 ( 500 S ),HRS 24,Woods Cross,84087,RB's One Stop ( 66 ),801-295-3241,2006,Woods Cross,UT,,Exit,316,316,,I-15,,,,,True,True,9,True,https://www.truckstopsandservices.com/location_details.php?id=2724; http://www.rvandtravelers.com/location_details.php?id=2724,https://www.truckstopsandservices.com/location_details.php?id=2724; http://www.rvandtravelers.com/location_details.php?id=2724,https://www.yelp.com/biz/rbs-one-stop-woods-cross?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=801+295+3241; https://www.yellowpages.com/search?search_terms=801+295+3241; https://www.yellowpages.com/search?search_terms=801+295+3241,,40.883317,-111.898937
